Id,Model,Price,Age_08_04,Color,,,,,,,,,,,,,
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,Black,,,,,,,,,,,,,
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,Black,,,,,,,,,,,,,
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,Black,,,,,,,,,,,,,
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,Black,,,,,,,,,,,,,
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,Green,,,,,,,,,,,,,
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,Green,,,,,,,,,,,,,
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,Red,,,,,,,,,,,,,
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,Blue,,,,,,,,,,,,,
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,Blue,,,,,,,,,,,,,
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,Grey,,,,,,,,,,,,,
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,Blue,,,,,,,,,,,,,
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,Grey,,,,,,,,,,,,,
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,Grey,,,,,,,,,,,,,
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,Green,,,,,,,,,,,,,
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,Red,,,,,,,,,,,,,
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,Grey,,,,,,,,,,,,,
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,Red,,,,,,,,,,,,,
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,Green,,,,,,,,,,,,,
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,Blue,,,,,,,,,,,,,
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,Blue,,,,,,,,,,,,,
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,Red,,,,,,,,,,,,,
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,Blue,,,,,,,,,,,,,
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,Grey,,,,,,,,,,,,,
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,Silver,,,,,,,,,,,,,
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,Black,,,,,,,,,,,,,
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,Grey,,,,,,,,,,,,,
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,Silver,,,,,,,,,,,,,
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,Red,,,,,,,,,,,,,
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,Black,,,,,,,,,,,,,
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,Silver,,,,,,,,,,,,,
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,Red,,,,,,,,,,,,,
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,Black,,,,,,,,,,,,,
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,Blue,,,,,,,,,,,,,
948,TOYOTA Corolla 2/3-Doors,10250,57,Black,,,,,,,,,,,,,
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,Green,,,,,,,,,,,,,
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,Black,,,,,,,,,,,,,
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,Green,,,,,,,,,,,,,
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,Red,,,,,,,,,,,,,
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,Red,,,,,,,,,,,,,
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,Black,,,,,,,,,,,,,
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,Red,,,,,,,,,,,,,
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,Beige,,,,,,,,,,,,,
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,Blue,,,,,,,,,,,,,
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,Grey,,,,,,,,,,,,,
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,Red,,,,,,,,,,,,,
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,Silver,,,,,,,,,,,,,
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,Red,,,,,,,,,,,,,
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,Grey,,,,,,,,,,,,,
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,Grey,,,,,,,,,,,,,
964,TOYOTA Corolla ,9390,66,Green,,,,,,,,,,,,,
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,Black,,,,,,,,,,,,,
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,Grey,,,,,,,,,,,,,
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,Blue,,,,,,,,,,,,,
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,Red,,,,,,,,,,,,,
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,Red,,,,,,,,,,,,,
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,Grey,,,,,,,,,,,,,
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,Red,,,,,,,,,,,,,
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,Blue,,,,,,,,,,,,,
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,Blue,,,,,,,,,,,,,
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,Blue,,,,,,,,,,,,,
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,Green,,,,,,,,,,,,,
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,Silver,,,,,,,,,,,,,
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,Blue,,,,,,,,,,,,,
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,Grey,,,,,,,,,,,,,
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,Grey,,,,,,,,,,,,,
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,Grey,,,,,,,,,,,,,
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,Green,,,,,,,,,,,,,
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,Red,,,,,,,,,,,,,
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,Blue,,,,,,,,,,,,,
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,Black,,,,,,,,,,,,,
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,Black,,,,,,,,,,,,,
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,Green,,,,,,,,,,,,,
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,Grey,,,,,,,,,,,,,
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,Violet,,,,,,,,,,,,,
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,Red,,,,,,,,,,,,,
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,Green,,,,,,,,,,,,,
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,White,,,,,,,,,,,,,
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,Red,,,,,,,,,,,,,
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,Red,,,,,,,,,,,,,
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,Green,,,,,,,,,,,,,
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,Silver,,,,,,,,,,,,,
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,Silver,,,,,,,,,,,,,
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,Green,,,,,,,,,,,,,
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,Blue,,,,,,,,,,,,,
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,Blue,,,,,,,,,,,,,
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,Silver,,,,,,,,,,,,,
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,Blue,,,,,,,,,,,,,
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,Red,,,,,,,,,,,,,
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,Red,,,,,,,,,,,,,
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,Blue,,,,,,,,,,,,,
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,Red,,,,,,,,,,,,,
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,Green,,,,,,,,,,,,,
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,Green,,,,,,,,,,,,,
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,Blue,,,,,,,,,,,,,
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,Blue,,,,,,,,,,,,,
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,White,,,,,,,,,,,,,
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,Red,,,,,,,,,,,,,
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,Red,,,,,,,,,,,,,
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,Green,,,,,,,,,,,,,
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,Red,,,,,,,,,,,,,
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,Red,,,,,,,,,,,,,
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,Black,,,,,,,,,,,,,
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,Green,,,,,,,,,,,,,
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,Grey,,,,,,,,,,,,,
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,Black,,,,,,,,,,,,,
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,Green,,,,,,,,,,,,,
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,Grey,,,,,,,,,,,,,
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,Blue,,,,,,,,,,,,,
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,Blue,,,,,,,,,,,,,
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,Black,,,,,,,,,,,,,
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,Grey,,,,,,,,,,,,,
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,Red,,,,,,,,,,,,,
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,Blue,,,,,,,,,,,,,
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,Blue,,,,,,,,,,,,,
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,Green,,,,,,,,,,,,,
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,Red,,,,,,,,,,,,,
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,Green,,,,,,,,,,,,,
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,Grey,,,,,,,,,,,,,
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,Grey,,,,,,,,,,,,,
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,Red,,,,,,,,,,,,,
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,Grey,,,,,,,,,,,,,
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,Red,,,,,,,,,,,,,
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,Black,,,,,,,,,,,,,
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,Red,,,,,,,,,,,,,
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,Black,,,,,,,,,,,,,
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,Green,,,,,,,,,,,,,
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,Green,,,,,,,,,,,,,
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,Green,,,,,,,,,,,,,
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,Grey,,,,,,,,,,,,,
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,Red,,,,,,,,,,,,,
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,Red,,,,,,,,,,,,,
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,Grey,,,,,,,,,,,,,
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,Green,,,,,,,,,,,,,
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,Grey,,,,,,,,,,,,,
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,Black,,,,,,,,,,,,,
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,Green,,,,,,,,,,,,,
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,Black,,,,,,,,,,,,,
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,Black,,,,,,,,,,,,,
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,Grey,,,,,,,,,,,,,
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,White,,,,,,,,,,,,,
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,Blue,,,,,,,,,,,,,
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,Black,,,,,,,,,,,,,
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,Black,,,,,,,,,,,,,
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,Red,,,,,,,,,,,,,
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,Red,,,,,,,,,,,,,
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,Silver,,,,,,,,,,,,,
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,Grey,,,,,,,,,,,,,
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,Black,,,,,,,,,,,,,
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,Red,,,,,,,,,,,,,
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,Blue,,,,,,,,,,,,,
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,Black,,,,,,,,,,,,,
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,Blue,,,,,,,,,,,,,
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,Red,,,,,,,,,,,,,
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,Red,,,,,,,,,,,,,
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,Grey,,,,,,,,,,,,,
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,Red,,,,,,,,,,,,,
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,Silver,,,,,,,,,,,,,
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,Blue,,,,,,,,,,,,,
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,Green,,,,,,,,,,,,,
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,Grey,,,,,,,,,,,,,
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,Black,,,,,,,,,,,,,
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,Black,,,,,,,,,,,,,
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,Green,,,,,,,,,,,,,
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,Grey,,,,,,,,,,,,,
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,Blue,,,,,,,,,,,,,
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,Grey,,,,,,,,,,,,,
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,Green,,,,,,,,,,,,,
1083,TOYOTA Corolla 2.0 DSL ,7950,71,Black,,,,,,,,,,,,,
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,Grey,,,,,,,,,,,,,
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,Blue,,,,,,,,,,,,,
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,Silver,,,,,,,,,,,,,
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,Red,,,,,,,,,,,,,
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,White,,,,,,,,,,,,,
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,Blue,,,,,,,,,,,,,
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,Blue,,,,,,,,,,,,,
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,Red,,,,,,,,,,,,,
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,Grey,,,,,,,,,,,,,
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,Blue,,,,,,,,,,,,,
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,Red,,,,,,,,,,,,,
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,Grey,,,,,,,,,,,,,
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,Blue,,,,,,,,,,,,,
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,Red,,,,,,,,,,,,,
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,Green,,,,,,,,,,,,,
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,Blue,,,,,,,,,,,,,
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,Grey,,,,,,,,,,,,,
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,White,,,,,,,,,,,,,
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,Red,,,,,,,,,,,,,
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,Blue,,,,,,,,,,,,,
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,Blue,,,,,,,,,,,,,
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,Blue,,,,,,,,,,,,,
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,Green,,,,,,,,,,,,,
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,Blue,,,,,,,,,,,,,
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,Red,,,,,,,,,,,,,
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,Red,,,,,,,,,,,,,
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,Red,,,,,,,,,,,,,
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,Red,,,,,,,,,,,,,
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,Grey,,,,,,,,,,,,,
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,Black,,,,,,,,,,,,,
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,Black,,,,,,,,,,,,,
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,Black,,,,,,,,,,,,,
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,White,,,,,,,,,,,,,
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,Green,,,,,,,,,,,,,
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,White,,,,,,,,,,,,,
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,Red,,,,,,,,,,,,,
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,Black,,,,,,,,,,,,,
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,Red,,,,,,,,,,,,,
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,Blue,,,,,,,,,,,,,
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,Red,,,,,,,,,,,,,
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,Grey,,,,,,,,,,,,,
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,Blue,,,,,,,,,,,,,
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,Black,,,,,,,,,,,,,
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,Grey,,,,,,,,,,,,,
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,Grey,,,,,,,,,,,,,
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,Green,,,,,,,,,,,,,
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,Blue,,,,,,,,,,,,,
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,Grey,,,,,,,,,,,,,
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,Grey,,,,,,,,,,,,,
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,Grey,,,,,,,,,,,,,
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,Black,,,,,,,,,,,,,
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,Grey,,,,,,,,,,,,,
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,Grey,,,,,,,,,,,,,
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,Green,,,,,,,,,,,,,
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,Black,,,,,,,,,,,,,
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,Blue,,,,,,,,,,,,,
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,White,,,,,,,,,,,,,
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,Green,,,,,,,,,,,,,
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,Silver,,,,,,,,,,,,,
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,Green,,,,,,,,,,,,,
